Id,LotArea,OverallQual,T_Bath,T_Br,Fireplaces,GarageCars,Ppf_Adj,T_Sf,SalePrice
1919,9360,1.1,3,2,2,2,129.25,2176.82,0
1920,11070,0.95,3,2,0,2,111.625,2056.66,0
1921,13438,1.2,3,3,1,3,141,3427.72,0
1922,14463,1.2,3,3,0,3,141,2555.58,0
1923,9839,1.1,3,3,1,2,129.25,2807.84,0
1924,14419,1.15,5,3,1,2,135.125,2792.88,0
1925,9157,1.15,3,3,0,2,135.125,2439.92,0
1926,12633,1.2,3,2,1,3,141,3328.16,0
1927,12518,0.95,1,3,0,1,111.625,1563.28,0
1928,13383,0.95,2,3,1,2,111.625,1951.4,0
1929,7689,0.95,2,2,0,1,111.625,1377.84,0
1930,7706,1.1,2,2,0,1,129.25,1508.28,0
1931,7669,0.95,2,2,1,2,111.625,1485.96,0
1932,10429,0.95,2,3,0,2,111.625,1669.92,0
1933,10457,0.95,2,4,1,2,111.625,2580.32,0
1934,8702,1.1,3,3,1,2,129.25,2132.12,0
1935,8139,1.1,3,3,1,2,129.25,1984.32,0
1936,9535,1.1,3,3,0,2,129.25,2282.22,0
1937,15038,1.1,3,3,1,2,129.25,2114.12,0
1938,14137,0.95,3,3,0,2,111.625,1945.64,0
1939,6264,1.15,3,1,1,2,135.125,2370.96,0
1940,5070,1.15,2,2,0,2,135.125,1790.4,0
1941,11184,1.1,3,3,1,2,129.25,1925.16,0
1942,14067,1.1,4,3,0,2,129.25,2146.44,0
1943,5950,1.15,3,2,1,2,135.125,2013.74,0
1944,13543,1.15,4,5,1,3,135.125,2980.96,0
1945,15401,1.2,3,2,1,3,141,3063.86,0
1946,31220,1.1,1,3,2,2,129.25,2057.68,0
1947,8118,1.2,3,2,1,2,141,2678.6,0
1948,47280,1.1,3,3,1,2,129.25,2063.04,0
1949,12680,1.15,3,2,1,2,135.125,2614.22,0
1950,10825,1.15,3,3,0,2,135.125,1964.06,0
1951,18559,1.15,3,3,2,2,135.125,3238.72,0
1952,14450,1.15,3,3,1,2,135.125,3026.26,0
1953,13068,1.1,3,3,1,2,129.25,2011.68,0
1954,10400,1.15,3,3,1,2,135.125,2326.96,0
1955,9743,0.95,2,3,0,2,111.625,1604.8,0
1956,12511,1.15,4,4,2,4,135.125,3711.12,0
1957,10400,1.1,2,2,1,2,129.25,1867.52,0
1958,14311,1.15,4,4,1,3,135.125,3492.62,0
1959,9000,0.95,4,4,0,2,111.625,2078.88,0
1960,10295,0.9,1,2,0,1,105.75,1294,0
1961,7560,0.95,2,3,0,2,111.625,1354.8,0
1962,1680,1.1,3,2,0,1,129.25,1311.24,0
1963,1890,1.1,2,2,0,1,129.25,1549.5,0
1964,1680,0.95,3,3,0,1,111.625,1597.4,0
1965,2308,1.1,3,4,0,2,129.25,1892.6,0
1966,2529,1.15,2,2,0,2,135.125,1509.32,0
1967,12704,1.15,3,3,0,3,135.125,2578.8,0
1968,13693,1.15,4,4,1,3,135.125,4188.38,0
1969,14418,1.2,3,2,1,3,141,3228.94,0
1970,13418,1.2,4,4,1,3,141,4030.08,0
1971,12539,10,4,4,1,4,1175,3905.88,0
1972,12151,1.2,4,3,1,3,141,3324.86,0
1973,8899,1.15,3,4,1,3,135.125,2450.24,0
1974,10574,1.15,4,4,1,3,135.125,3201.44,0
1975,12720,10,4,1,2,3,1175,4227.34,0
1976,10845,1.15,3,2,1,3,135.125,2575.14,0
1977,16900,1.15,4,4,1,3,135.125,3476.62,0
1978,16451,1.15,3,4,1,3,135.125,3402.12,0
1979,10110,1.2,3,2,1,3,141,2551.12,0
1980,12304,1.15,2,2,1,2,135.125,1782.96,0
1981,8232,1.2,3,2,1,3,141,2847.76,0
1982,6240,1.15,3,2,1,2,135.125,2033.4,0
1983,6240,1.15,2,2,1,2,135.125,1753.92,0
1984,2448,1.15,3,2,0,2,135.125,1861.52,0
1985,3940,1.15,3,2,1,3,135.125,2418.26,0
1986,3940,1.15,3,2,1,3,135.125,2443.14,0
1987,3710,1.15,2,2,1,2,135.125,1650.08,0
1988,9024,1.1,3,3,1,2,129.25,1795.92,0
1989,8010,1.15,3,3,1,2,135.125,2081.92,0
1990,8396,1.15,3,4,1,2,135.125,2338.36,0
1991,7301,1.15,3,2,1,2,135.125,2177.52,0
1992,8220,1.15,3,3,1,2,135.125,2421.04,0
1993,7750,1.15,3,3,1,2,135.125,1703.96,0
1994,12460,1.15,3,4,1,2,135.125,3035.52,0
1995,8390,1.15,3,3,1,2,135.125,1966.08,0
1996,9660,1.15,3,3,1,2,135.125,2632.24,0
1997,11000,1.2,3,4,1,3,141,2823.4,0
1998,11675,1.15,3,2,1,3,135.125,3243.92,0
1999,10990,1.15,4,4,2,2,135.125,2819.78,0
2000,11929,1.15,3,4,1,3,135.125,3041.24,0
2001,10010,1.15,4,4,1,3,135.125,3192.2,0
2002,13253,1.15,3,3,1,3,135.125,2413.28,0
2003,9801,1.15,3,3,1,3,135.125,2376.64,0
2004,9428,1.15,4,3,1,3,135.125,2583.18,0
2005,10037,1.15,2,3,1,2,135.125,2111.24,0
2006,8640,1.15,2,3,0,2,135.125,1975.08,0
2007,10625,1.15,2,3,1,3,135.125,2305.92,0
2008,7500,1.15,3,2,0,2,135.125,2107.64,0
2009,10110,1.1,4,3,0,2,129.25,2290.02,0
2010,12774,1.15,3,3,0,2,135.125,2058.72,0
2011,13072,1.1,2,3,0,0,129.25,1603.2,0
2012,9260,1.15,2,3,0,2,135.125,1512.96,0
2013,8453,1.1,3,3,0,2,129.25,1999.2,0
2014,8480,1.1,4,3,0,2,129.25,2301.72,0
2015,14565,1.15,3,3,0,2,135.125,2223.9,0
2016,8450,1.1,4,3,0,2,129.25,2123.44,0
2017,8285,1.15,4,3,0,2,135.125,2296.94,0
2018,9100,0.95,2,3,1,1,111.625,1686.8,0
2019,8100,0.95,2,3,1,1,111.625,1450.16,0
2020,8450,0.95,2,3,0,1,111.625,1441.8,0
2021,6360,0.95,1,3,0,1,111.625,1272.18,0
2022,19508,1.1,3,3,2,2,129.25,2408.88,0
2023,10759,0.95,2,4,1,2,111.625,2342.58,0
2024,9205,1.1,4,4,2,2,129.25,3652.84,0
2025,11025,1.2,4,4,1,2,141,3707.6,0
2026,3435,1.15,2,1,0,2,135.125,1678.96,0
2027,3180,1.1,4,2,0,2,129.25,1633.4,0
2028,3180,1.15,2,2,0,2,135.125,1666.52,0
2029,2280,1.1,4,3,0,2,129.25,1969.92,0
2030,4765,1.2,3,2,1,2,141,2640.7,0
2031,4538,1.2,3,1,1,2,141,2231.44,0
2032,4385,1.2,3,2,1,2,141,2289.68,0
2033,4109,1.2,3,2,1,2,141,2550.66,0
2034,2160,1.15,4,3,0,2,135.125,1808.96,0
2035,10646,1.15,4,3,1,2,135.125,2260.78,0
2036,2645,1.15,4,3,0,2,135.125,2171.04,0
2037,2645,1.15,4,3,0,2,135.125,2260.38,0
2038,3951,10,4,2,1,2,1175,3122.8,0
2039,11064,1.15,3,1,1,2,135.125,2130.88,0
2040,24572,1.2,4,3,1,3,141,3521.4,0
2041,16280,1.15,4,3,1,2,135.125,2806.32,0
2042,7500,1.15,3,3,1,2,135.125,2260.32,0
2043,11104,1.1,3,4,0,2,129.25,2237.68,0
2044,11050,1.1,2,4,1,2,129.25,2460.74,0
2045,15387,1.15,2,4,1,2,135.125,2597.14,0
2046,9750,0.95,2,4,0,2,111.625,2080,0
2047,8814,0.95,2,4,0,2,111.625,1949.84,0
2048,8125,0.95,2,3,0,2,111.625,1572.92,0
2049,11072,0.95,2,6,0,2,111.625,2211.84,0
2050,13355,1.15,2,4,0,2,135.125,2099.22,0
2051,7785,0.95,1,2,0,1,111.625,1169.2,0
2052,9900,0.95,2,3,0,2,111.625,1524.32,0
2053,11332,0.95,2,3,0,1,111.625,1796.16,0
2054,4882,0.9,1,2,0,1,105.75,1044.24,0
2055,9600,0.95,2,3,0,2,111.625,2100.2,0
2056,9600,0.95,2,3,1,1,111.625,1766.36,0
2057,7584,0.95,1,3,0,1,111.625,1602.62,0
2058,14670,1.1,3,4,1,2,129.25,2676.62,0
2059,8856,0.95,2,3,2,1,111.625,1861.5,0
2060,9840,0.95,3,2,0,1,111.625,2397.06,0
2061,13200,1.1,2,3,1,2,129.25,2599.92,0
2062,10425,0.95,2,3,0,1,111.625,1676.28,0
2063,11556,0.95,2,2,0,1,111.625,1133.92,0
2064,9373,0.95,2,3,0,2,111.625,1711.2,0
2065,12774,0.95,1,2,0,2,111.625,1506.8,0
2066,14250,1.1,2,3,2,2,129.25,2101.44,0
2067,8838,0.95,3,4,1,1,111.625,1821.6,0
2068,12436,0.95,2,5,0,2,111.625,2334.72,0
2069,10122,0.9,1,1,0,1,105.75,927.08,0
2070,7506,0.95,1,3,0,1,111.625,1506.4,0
2071,5400,0.9,1,2,0,1,105.75,1002.88,0
2072,10836,0.95,2,3,1,4,111.625,1773.76,0
2073,10180,0.95,3,3,1,2,111.625,1718.72,0
2074,11355,1.15,2,3,1,2,135.125,2265.86,0
2075,12929,1.1,2,3,0,1,129.25,1709.3,0
2076,7200,0.95,1,2,1,2,111.625,1268.16,0
2077,8000,0.95,3,3,0,1,111.625,2127.44,0
2078,8000,0.95,2,3,0,1,111.625,1599.82,0
2079,8064,1.1,2,3,0,2,129.25,1711.26,0
2080,6390,1.1,2,2,0,1,129.25,1246.08,0
2081,7200,1.1,1,4,0,1,129.25,1745.94,0
2082,8513,0.95,2,6,0,0,111.625,2304,0
2083,7200,0.95,2,3,0,2,111.625,1928.84,0
2084,7200,0.95,2,2,0,1,111.625,1056,0
2085,7590,0.95,1,3,0,1,111.625,1429.76,0
2086,9836,1.1,2,3,0,1,129.25,1359.4,0
2087,9184,0.95,1,3,0,2,111.625,1541.4,0
2088,4800,0.95,1,2,0,1,111.625,1713.28,0
2089,4800,0.95,1,2,0,1,111.625,860.16,0
2090,6000,1.1,2,4,0,1,129.25,1878.08,0
2091,11426,0.9,2,3,0,0,105.75,2059.36,0
2092,7628,0.9,2,2,0,2,105.75,1999.96,0
2093,7308,0.95,1,2,1,1,111.625,2332.16,0
2094,5400,1.15,2,2,1,0,135.125,1310.08,0
2095,10800,1.1,2,3,2,2,129.25,1995,0
2096,6756,0.95,1,2,0,1,111.625,1118.16,0
2097,5914,0.95,1,3,0,0,111.625,1429.92,0
2098,9000,0.95,1,3,1,3,111.625,1919.42,0
2099,7311,0.8,1,1,0,1,94,675.2,0
2100,12205,0.85,2,5,0,0,99.875,1713.44,0
2101,9142,0.95,2,4,0,2,111.625,2025.84,0
2102,5350,1.15,1,3,0,1,135.125,1817.76,0
2103,9143,0.95,1,2,0,1,111.625,1236.2,0
2104,9600,0.95,2,4,0,2,111.625,2894.72,0
2105,6000,0.95,2,3,0,0,111.625,1915.36,0
2106,11340,0.8,1,2,0,2,94,1434.36,0
2107,10800,1.15,2,5,1,2,135.125,3101.84,0
2108,9750,0.95,2,2,0,1,111.625,1327.52,0
2109,8516,0.9,1,2,0,1,105.75,1336.32,0
2110,7111,0.95,1,2,1,1,111.625,1825.7,0
2111,7425,1.15,2,3,0,1,135.125,1990.56,0
2112,7010,0.95,2,3,1,1,111.625,2108.22,0
2113,5000,0.95,1,3,0,1,111.625,1602.16,0
2114,5870,1.1,2,3,0,1,129.25,1559.04,0
2115,6000,1.1,2,3,1,1,129.25,2132.62,0
2116,6000,0.95,1,2,1,2,111.625,1256.96,0
2117,6000,1.1,2,3,0,1,129.25,2025.5,0
2118,6000,1.1,2,2,1,1,129.25,1638.68,0
2119,5000,1.1,1,3,0,1,129.25,1379.64,0
2120,5520,0.95,2,3,1,1,111.625,1555.72,0
2122,6240,0.9,2,2,0,1,105.75,1722.72,0
2123,6120,0.95,1,1,0,1,111.625,846.4,0
2124,6240,1.15,2,4,1,2,135.125,2485.52,0
2125,6120,0.95,2,4,0,2,111.625,2438.62,0
2126,9144,1.1,2,4,0,2,129.25,2098.8,0
2127,8094,1.1,2,5,0,1,129.25,2597.76,0
2128,4347,1.1,1,3,0,1,129.25,1977.48,0
2129,6291,1.1,1,1,0,2,129.25,1056.96,0
2130,10266,1.1,2,4,0,1,129.25,2120.72,0
2131,6876,1.1,2,4,1,2,129.25,2352.36,0
2132,10320,0.95,2,2,0,2,111.625,1657.36,0
2133,7200,1.1,1,2,0,2,129.25,1436.8,0
2134,7006,1.1,3,3,1,1,129.25,1492.18,0
2135,10320,0.95,1,1,0,2,111.625,910.88,0
2136,10320,0.85,2,3,0,0,99.875,1700.48,0
2137,9488,0.95,1,3,0,1,111.625,1502.24,0
2138,11235,0.95,2,3,0,2,111.625,1695.6,0
2139,13014,1.1,2,3,1,2,129.25,1665.28,0
2140,10265,0.95,2,3,0,1,111.625,1658.04,0
2141,7703,1.1,2,3,1,2,129.25,1512.04,0
2142,9981,0.95,1,3,0,1,111.625,1520.58,0
2143,7400,0.95,2,2,0,2,111.625,1897.12,0
2144,12900,0.95,2,3,0,2,111.625,2113.2,0
2145,9239,0.95,2,3,0,1,111.625,1551.88,0
2146,14175,1.1,2,1,1,2,129.25,2068.24,0
2147,10532,0.95,3,3,2,2,111.625,2432.76,0
2148,8375,0.95,3,2,0,3,111.625,1625.52,0
2149,10200,0.95,1,3,0,3,111.625,1476.8,0
2150,20270,1.15,3,3,2,2,135.125,2243.98,0
2151,5190,1.15,1,2,1,1,135.125,1325,0
2152,19550,0.95,2,2,2,0,111.625,2343.5,0
2153,9571,0.95,2,3,1,1,111.625,2674.04,0
2154,9350,0.95,2,2,0,0,111.625,1399.68,0
2155,9360,1.1,2,3,0,1,129.25,1741.84,0
2156,9771,1.1,4,4,1,2,129.25,3566.34,0
2157,9938,1.15,4,3,1,2,135.125,2810.06,0
2158,14171,1.15,3,4,1,2,135.125,2733.98,0
2159,10541,1.15,3,3,1,2,135.125,2315.56,0
2160,10616,1.15,3,3,1,2,135.125,1615.04,0
2161,9345,1.15,2,3,1,3,135.125,2198.72,0
2162,11778,1.2,3,3,2,3,141,3835.38,0
2163,11778,1.2,4,3,2,3,141,2815.34,0
2164,11454,1.15,3,3,1,3,135.125,2306.2,0
2165,11500,1.1,3,2,1,2,129.25,2525.82,0
2166,9750,0.95,2,3,0,2,111.625,1620.2,0
2167,8696,1.15,3,3,1,2,135.125,2480.88,0
2168,13142,1.1,4,3,0,2,129.25,2323.64,0
2169,8998,1.15,3,3,0,2,135.125,2106.14,0
2170,12192,1.15,4,3,0,2,135.125,2459.94,0
2171,12250,0.95,2,3,0,2,111.625,2062.9,0
2172,9216,0.95,2,3,1,2,111.625,1477.24,0
2173,14330,0.95,3,2,0,2,111.625,2468.6,0
2174,10400,1.15,3,3,1,2,135.125,2580.16,0
2175,9720,1.2,4,3,1,3,141,2933.24,0
2176,14860,1.15,3,3,1,3,135.125,2951.24,0
2177,10905,1.15,3,4,1,2,135.125,2688.72,0
2178,11690,1.15,3,3,1,2,135.125,2102,0
2179,4426,1.1,2,1,0,2,129.25,1400.12,0
2180,10126,1.1,4,2,0,3,129.25,3105.34,0
2181,9750,1.15,2,3,0,2,135.125,1885.76,0
2182,11058,1.15,2,3,0,3,135.125,2040.16,0
2183,9627,1.15,2,3,0,2,135.125,1787.44,0
2184,9825,0.95,1,3,0,1,111.625,1867.18,0
2185,12102,0.95,2,3,0,2,111.625,1459.08,0
2186,6500,1.1,3,3,1,2,129.25,1915.22,0
2187,9638,1.1,2,3,1,2,129.25,1757.92,0
2188,7200,1.1,2,3,1,2,129.25,1687.44,0
2189,47007,0.95,4,5,2,2,111.625,4117.6,0
2190,6012,0.9,2,2,0,0,105.75,1152,0
2191,6845,0.9,2,2,0,0,105.75,1152,0
2192,6931,0.9,2,2,0,0,105.75,1341.76,0
2193,12180,0.95,2,2,0,0,111.625,1243.68,0
2194,8050,0.95,2,4,0,0,111.625,1137,0
2195,9520,0.9,1,2,0,1,105.75,1531.62,0
2196,7692,0.9,1,3,0,1,105.75,1320.48,0
2197,5142,0.9,2,3,0,1,105.75,1794.92,0
2198,7290,1.15,2,2,1,1,135.125,1847.04,0
2199,7804,1.1,6,4,2,2,129.25,2780.4,0
2200,8969,1.1,2,2,1,1,129.25,1740.38,0
2201,15564,1.1,1,3,0,2,129.25,1724.64,0
2202,7609,1.15,3,3,1,1,135.125,1976.76,0
2203,9650,1.1,1,4,1,2,129.25,1996.12,0
2204,11700,0.95,2,4,1,1,111.625,2439.8,0
2205,9260,0.95,1,3,0,1,111.625,1722.48,0
2206,7801,1.1,2,2,1,1,129.25,1825.32,0
2207,9670,1.15,2,4,2,2,135.125,2296.8,0
2208,12392,1.15,4,3,2,2,135.125,2618.66,0
2209,26073,0.95,3,3,2,2,111.625,3046.8,0
2210,1879,1.1,1,2,1,2,129.25,1437.24,0
2211,7000,1.1,2,2,0,1,129.25,1386.66,0
2212,6000,1.1,1,3,0,1,129.25,1291.6,0
2213,8155,0.95,1,4,0,0,111.625,1502.88,0
2214,6000,0.95,2,3,1,1,111.625,2122.1,0
2215,7392,0.95,1,2,0,1,111.625,1129.6,0
2216,9000,0.95,2,4,0,1,111.625,2389.48,0
2217,14584,1,1,2,0,2,117.5,733,0
2218,5280,0.9,1,2,0,1,105.75,1507.84,0
2219,5150,0.9,1,2,0,1,105.75,1148.68,0
2220,9000,0.9,2,3,0,1,105.75,1194.56,0
2221,3843,1.15,4,2,1,2,135.125,2868.26,0
2222,3811,1.15,4,2,1,2,135.125,2810.8,0
2223,23730,1.15,4,3,0,3,135.125,2990.96,0
2224,11050,1.15,3,3,1,3,135.125,2303.92,0
2225,10260,0.95,4,4,0,2,111.625,1872,0
2226,9990,0.9,3,3,1,2,105.75,2999.54,0
2227,4084,1.15,3,2,1,2,135.125,2315.78,0
2228,11563,1.15,3,3,0,3,135.125,2335.08,0
2229,12852,1.15,4,3,1,2,135.125,2453,0
2230,9802,0.95,3,3,0,2,111.625,1604.56,0
2231,12018,1.15,3,3,0,3,135.125,1886.08,0
2232,12890,1.1,2,3,1,2,129.25,2243.84,0
2233,18265,1.1,2,3,1,2,129.25,2121.36,0
2234,11202,1.15,3,3,1,2,135.125,2385.22,0
2235,7915,1.1,3,3,0,2,129.25,2704.5,0
2236,11449,1.15,3,3,1,2,135.125,2820.06,0
2237,11447,1.15,4,3,1,3,135.125,3260.06,0
2238,8940,1.15,4,2,0,4,135.125,2165.38,0
2239,9278,0.95,1,2,0,0,111.625,1439.36,0
2240,4500,1.1,3,2,0,2,129.25,1913.28,0
2241,14137,0.9,2,3,0,3,105.75,2111.88,0
2242,4224,0.95,1,3,0,2,111.625,1672.66,0
2243,2665,0.95,2,4,1,1,111.625,1816.8,0
2244,1974,0.9,2,2,0,1,105.75,1463.22,0
2245,1596,0.9,2,1,1,1,105.75,1445.14,0
2246,17979,0.95,2,3,0,1,111.625,1790.38,0
2247,1477,1.1,3,3,0,0,129.25,1486.28,0
2248,6490,0.95,2,2,0,1,111.625,1427.64,0
2249,6600,0.95,1,3,0,1,111.625,1298.52,0
2250,12395,0.95,1,3,0,2,111.625,1350.9,0
2251,56600,0.95,2,4,0,1,111.625,2028.08,0
2252,10667,1.1,2,3,1,2,129.25,2351.48,0
2253,8872,1.1,3,3,1,2,129.25,1491.52,0
2254,10147,1.1,3,3,1,2,129.25,2082.04,0
2255,8637,1.1,4,3,1,2,129.25,2470.82,0
2256,7875,1.15,3,3,0,2,135.125,1922.44,0
2257,7500,1.1,4,5,1,2,129.25,2705.96,0
2258,9556,1.15,2,3,0,2,135.125,1530.84,0
2259,7655,1.1,3,3,1,2,129.25,2147.64,0
2260,18160,1.1,2,3,1,2,129.25,1982.44,0
2261,4740,1.15,3,2,0,2,135.125,1757.2,0
2262,5118,1.15,2,1,1,2,135.125,2177.6,0
2263,12328,1.15,5,4,1,3,135.125,3300.36,0
2264,51974,1.2,4,4,2,3,141,3758.34,0
2265,41600,0.95,3,3,0,3,111.625,2180.14,0
2266,8035,1.2,3,2,1,2,141,2465.54,0
2267,14082,1.15,3,1,1,2,135.125,3698.92,0
2268,13870,10,3,3,1,3,1175,3221.04,0
2269,10960,1.1,3,3,0,2,129.25,1899.52,0
2270,12090,1.15,3,3,1,2,135.125,1955.62,0
2271,12299,1.15,3,3,1,2,135.125,2543.64,0
2272,11339,1.15,4,4,1,2,135.125,2586.6,0
2273,11850,1.1,2,3,0,2,129.25,1978.34,0
2274,10400,1.1,3,2,1,2,129.25,2278.94,0
2275,13001,1.1,3,2,1,2,129.25,2102.54,0
2276,8991,1.15,3,3,1,2,135.125,2374.64,0
2277,8000,1.1,4,4,1,2,129.25,2625.88,0
2278,9457,0.95,2,3,0,2,111.625,2034.72,0
2279,7920,0.95,1,3,0,1,111.625,1484.72,0
2280,17199,0.9,1,2,0,1,105.75,1366.28,0
2281,4113,1.1,2,2,1,2,129.25,1852.8,0
2282,10943,1.1,3,2,1,2,129.25,2101,0
2283,2205,1.1,2,3,0,1,129.25,1437.24,0
2284,2058,1.1,2,4,0,1,129.25,1428.56,0
2285,2304,1.15,2,2,0,1,135.125,1663.72,0
2286,7150,0.95,2,3,0,1,111.625,1511.14,0
2287,12469,1.2,3,3,1,3,141,2856.38,0
2288,11825,1.15,2,3,1,3,135.125,2257.92,0
2289,14333,1.15,4,2,1,3,135.125,3425.16,0
2290,13641,1.2,4,3,1,3,141,3858.8,0
2291,13440,1.15,3,4,1,3,135.125,2968.24,0
2292,15431,10,4,2,2,3,1175,3367.84,0
2293,13891,1.2,3,3,2,3,141,3988.24,0
2294,13654,1.2,3,4,1,3,141,3459.6,0
2295,17169,10,5,2,1,3,1175,3659.04,0
2296,16659,1.15,3,3,1,2,135.125,2889.36,0
2297,9709,1.15,4,3,2,3,135.125,2814.84,0
2298,13615,1.2,3,3,1,3,141,2491.68,0
2299,13069,1.15,3,5,1,3,135.125,3597.84,0
2300,14277,1.15,4,3,1,3,135.125,3377.96,0
2301,12568,1.15,4,3,1,3,135.125,2504.7,0
2302,9926,1.15,3,3,0,3,135.125,2560.84,0
2303,9254,1.15,3,3,0,2,135.125,2372.46,0
2304,10732,1.15,3,3,0,3,135.125,2223.44,0
2305,3901,1.1,3,1,1,2,129.25,2071.4,0
2306,3903,1.1,3,1,1,2,129.25,2127.16,0
2307,6289,1.1,3,2,1,2,129.25,2147.72,0
2308,4590,1.15,2,2,1,2,135.125,2155.52,0
2309,7841,1.2,3,2,1,2,141,2468,0
2310,6240,1.15,2,2,1,2,135.125,1733.28,0
2311,3242,1.15,3,2,1,2,135.125,2254.24,0
2312,15810,1.1,3,3,0,2,129.25,1775.04,0
2313,10237,1.1,3,3,1,2,129.25,1845.44,0
2314,13204,1.15,2,3,0,2,135.125,1718.64,0
2315,8857,1.1,3,3,1,2,129.25,1789.64,0
2316,9729,1.1,4,3,1,3,129.25,1968.64,0
2317,12216,1.1,3,3,0,2,129.25,2104.6,0
2318,8229,1.1,3,3,0,2,129.25,1804.16,0
2319,7713,1.15,3,3,0,2,135.125,1743.04,0
2320,7697,1.15,2,3,0,2,135.125,1606.88,0
2321,3621,1.15,3,2,1,3,135.125,2458.76,0
2322,3710,1.15,2,2,1,2,135.125,1697.28,0
2323,16219,1.15,3,2,0,2,135.125,1700.86,0
2324,11084,1.15,4,3,1,2,135.125,1610.8,0
2325,10936,1.15,3,3,1,2,135.125,2026.2,0
2326,11950,1.15,3,3,1,2,135.125,1565.52,0
2327,7875,1.15,3,4,1,2,135.125,2223.56,0
2328,8740,1.15,3,4,1,2,135.125,2636.64,0
2329,9487,1.1,4,3,1,2,129.25,2163,0
2330,9649,1.1,3,3,1,2,129.25,2235.48,0
2331,12191,1.15,4,4,2,3,135.125,3548.1,0
2332,10557,1.2,4,4,1,3,141,3839.44,0
2333,11002,1.15,4,4,1,3,135.125,3558.28,0
2334,10790,1.15,3,4,1,3,135.125,2790.68,0
2335,11762,1.15,4,4,1,2,135.125,2763.7,0
2336,9044,1.15,3,4,1,3,135.125,3525.82,0
2337,9910,1.15,2,3,0,2,135.125,1914.72,0
2338,11830,1.15,3,3,1,3,135.125,2584.08,0
2339,10612,1.15,2,3,1,2,135.125,2114.56,0
2340,12291,10,3,1,1,3,1175,3141.2,0
2341,9965,1.15,5,3,1,2,135.125,2138.24,0
2342,8847,1.15,3,3,0,2,135.125,2355.54,0
2343,8251,1.15,3,3,1,2,135.125,2339.72,0
2344,9605,1.15,3,3,0,3,135.125,2447.96,0
2345,8778,1.15,3,3,0,3,135.125,2226.56,0
2346,8640,1.15,2,3,0,2,135.125,1833.6,0
2347,9000,1.15,2,3,0,2,135.125,1876.8,0
2348,8640,1.15,3,3,0,2,135.125,2356.44,0
2349,10411,0.95,3,3,0,2,111.625,1791,0
2350,12217,1.15,4,3,1,3,135.125,2609.82,0
2351,10440,1.15,2,2,1,2,135.125,2229.52,0
2352,11824,1.15,2,2,1,3,135.125,2278.88,0
2353,10625,1.1,3,4,1,3,129.25,2992.36,0
2354,7500,1.1,2,3,0,0,129.25,1516.8,0
2355,7500,1.15,2,3,0,0,135.125,1507.04,0
2356,12450,0.95,2,3,0,2,111.625,1648.18,0
2357,7441,1.15,2,3,0,2,135.125,1920.68,0
2358,11613,1.1,3,3,0,2,129.25,2385.28,0
2359,8012,1.1,2,2,2,1,129.25,1660,0
2360,6285,0.95,2,2,0,1,111.625,1433.46,0
2361,7476,0.95,3,3,0,2,111.625,1727.6,0
2362,19522,1.15,4,3,1,2,135.125,3281.02,0
2363,10751,0.95,2,2,0,2,111.625,1719.58,0
2364,12712,1.1,2,2,1,2,129.25,1967.64,0
2365,4379,1.15,3,2,1,2,135.125,2200.38,0
2366,3523,1.15,3,2,0,2,135.125,1538.88,0
2367,3784,1.15,3,2,0,2,135.125,2104.48,0
2368,3606,1.15,3,2,1,2,135.125,2241.94,0
2369,5330,1.15,3,2,0,2,135.125,2065.6,0
2370,2280,1.1,4,3,1,2,129.25,1901.42,0
2371,2117,1.1,3,3,0,2,129.25,1952.06,0
2372,7321,1.15,2,3,0,2,135.125,1984.76,0
2373,8010,1.15,4,3,2,2,135.125,2817.28,0
2374,8413,1.15,4,3,2,2,135.125,3222.1,0
2375,9466,1.15,3,1,1,2,135.125,2574.48,0
2376,12000,1.15,4,3,1,2,135.125,3639.44,0
2377,17778,1.15,3,2,2,2,135.125,4193.06,0
2378,11700,1.1,3,3,0,2,129.25,1508.16,0
2379,8000,1.1,4,4,1,2,129.25,3157.94,0
2380,8723,1.1,2,3,0,2,129.25,1787.66,0
2381,11700,1.1,3,3,0,2,129.25,2242.2,0
2382,11358,1.15,2,3,1,2,135.125,2325.24,0
2383,9547,1.15,2,2,1,2,135.125,2225.92,0
2384,10530,1.15,4,3,1,2,135.125,2894.1,0
2385,10738,1.1,3,3,1,2,129.25,1811.68,0
2386,10800,1.1,2,3,0,1,129.25,1752.5,0
2387,8050,0.95,2,3,0,1,111.625,1654.32,0
2388,10899,0.9,2,2,0,3,105.75,1224,0
2389,7450,0.95,1,2,1,2,111.625,1600.88,0
2390,14357,0.95,2,2,1,2,111.625,1673.36,0
2391,8243,0.95,1,3,1,2,111.625,1580.72,0
2392,8680,0.95,1,3,0,1,111.625,1144.32,0
2393,8800,1.15,3,3,1,2,135.125,1751.08,0
2394,9200,1.1,2,3,0,2,129.25,1624.6,0
2395,8800,1.1,3,5,1,2,129.25,2627.96,0
2396,11382,1.1,2,3,1,1,129.25,1989.7,0
2397,22002,1.1,3,3,1,2,129.25,2689.6,0
2398,12172,0.95,1,2,0,2,111.625,1586.58,0
2399,5000,0.85,2,2,0,0,99.875,995.74,0
2400,3500,0.85,2,2,0,0,99.875,839.36,0
2401,5175,0.95,1,2,0,1,111.625,1314.12,0
2402,9600,0.95,2,2,0,1,111.625,1681.96,0
2403,8668,0.95,2,4,0,3,111.625,1996.8,0
2404,10050,0.95,3,3,1,2,111.625,1828.32,0
